,PostOfficeName,Pincode,DistrictsName,City,State
5245,Madhubani,845104.0,West Champaran,Madhubani,Bihar
5246,Madhubani Barabazar,847211.0,Madhubani,Madhubani,Bihar
5247,Madhubani Court,847211.0,Madhubani,Madhubani,Bihar
5248,Madhubani Ghat,845505.0,Purba Champaran,Motihari,Bihar
5249,Madhurapur,844520.0,Vaishali,Hazipur,Bihar
5250,Madhwarpur,847305.0,Madhubani,Madhubani,Bihar
5251,Magadh University,824234.0,Gaya,Gaya,Bihar
5252,Magardahi,848101.0,Samastipur,Samastipur,Bihar
5253,Magharia,845401.0,Purba Champaran,Motihari,Bihar
5254,Mahabir Asthan,800008.0,Patna,Patna,Bihar
5255,Mahadeopur,854116.0,Katihar,Katihar,Bihar
5256,Mahagama,814154.0,Aurangabad,Aurangabad,Bihar
5257,Mahalpar,803101.0,Nalanda,Biharsharif,Bihar
5258,Mahanth Maniari,843147.0,Muzaffarpur,Muzaffarpur,Bihar
5259,Maharaja College,802301.0,Bhojpur,Arrah,Bihar
5260,Maharajganj,841238.0,Saran,Maharajganj,Bihar
5261,Maharajganj,841238.0,Banka,Banka,Bihar
5262,Mahendru,800006.0,Patna,Patna,Bihar
5263,Maheshkhunt,851213.0,Khagaria,Khagaria,Bihar
5264,Maheshmunda,813231.0,Bhagalpur,Bhagalpur,Bihar
5265,Mahinam,847112.0,Darbhanga,Darbhanga,Bihar
5266,Mahisi,852216.0,Saharsa,Saharsa,Bihar
5267,Mahmuda,801311.0,Nalanda,Biharsharif,Bihar
5268,Mahnar,844506.0,Vaishali,Hazipur,Bihar
5269,Mahnar Rd R S,844507.0,Vaishali,Hazipur,Bihar
5270,Mahrail,847418.0,Madhubani,Madhubani,Bihar
5271,Mahthi,848226.0,Samastipur,Samastipur,Bihar
5272,Mahua,844122.0,Vaishali,Hazipur,Bihar
5273,Mahua,844122.0,Vaishali,Hazipur,Bihar
5274,Mahual Mahal,841240.0,Saran,Saran,Bihar
5275,Mahuawan,845506.0,Purba Champaran,Motihari,Bihar
5276,Mahuli,845112.0,Sheikhpura,Sheikhpura,Bihar
5277,Mainatar,845306.0,West Champaran,Betia,Bihar
5278,Mairwa,841239.0,Saran,Mairwa,Bihar
5279,Mairwa,841239.0,Saran,Saran,Bihar
5280,Majhaulia Estate,843322.0,Sitamarhi,Sitamarhi,Bihar
5281,Majhaulia R S,845454.0,West Champaran,Betia,Bihar
5282,Majhua,854352.0,Purnia,Purnia,Bihar
5283,Majorganj,843332.0,Sitamarhi,Sitamarhi,Bihar
5284,Maker,841215.0,Saran,Saran,Bihar
5285,Makhdamsarai,841226.0,Saran,Saran,Bihar
5286,Makhdumpur,804422.0,Gaya,Makhdumpur,Bihar
5287,Makhdumpur,804422.0,Gaya,Gaya,Bihar
5288,Maksida,847251.0,Madhubani,Madhubani,Bihar
5289,Malahi,845425.0,Purba Champaran,Motihari,Bihar
5290,Malhipatti,845425.0,Purba Champaran,Motihari,Bihar
5291,Mali,845472.0,West Champaran,Betia,Bihar
5292,Malkauni,845114.0,West Champaran,Betia,Bihar
5293,Mallehpur,811313.0,Munger,Munger,Bihar
5294,Maner,801108.0,Patna,Maner,Bihar
5295,Maney,841256.0,Saran,Saran,Bihar
5296,Mangalgarh,848208.0,Samastipur,Samastipur,Bihar
5297,Mangla Devi,800007.0,Patna,Patna,Bihar
5298,Mangraon,821314.0,Rohtas,Sasara,Bihar
5299,Mangrauni,847213.0,Madhubani,Madhubani,Bihar
5300,Manguraha,845458.0,Purba Champaran,Motihari,Bihar
5301,Mangwar,852217.0,Madhepura,Madhepura,Bihar
5302,Manigachi,847422.0,Darbhanga,Darbhanga,Bihar
5303,Manihari,854113.0,Katihar,Manihari,Bihar
5304,Manihari,854113.0,Katihar,Katihar,Bihar
5305,Manik Chowk,843323.0,Sitamarhi,Sitamarhi,Bihar
5306,Manika,843148.0,Muzaffarpur,Muzaffarpur,Bihar
5307,Manikauli,847114.0,Darbhanga,Darbhanga,Bihar
5308,Manikpur,813229.0,Bhagalpur,Bhagalpur,Bihar
5309,Manjhi,841313.0,Saran,Saran,Bihar
5310,Manjhi,841313.0,Saran,Saran,Bihar
5311,Manjhor,851127.0,Begusarai,Begusarai,Bihar
5312,Manjhway,805137.0,Gaya,Gaya,Bihar
5313,Mansi,851214.0,Khagaria,Khagaria,Bihar
5314,Mansi,851214.0,Khagaria,Khagaria,Bihar
5315,Mansoorchak,851128.0,Khagaria,Khagaria,Bihar
5316,Marar,851224.0,Begusarai,Begusarai,Bihar
5317,Marhowrah,841418.0,Saran,Saran,Bihar
5318,Marufganj,800008.0,Patna,Patna,Bihar
5319,Marui,805141.0,Gaya,Gaya,Bihar
5320,Maryganj,854334.0,Purnia,Purnia,Bihar
5321,Masaurhi,804452.0,Patna,Masaurhi,Bihar
5322,Mashrakh,841417.0,Saran,Saran,Bihar
5323,Massa,847126.0,Darbhanga,Darbhanga,Bihar
5324,Mathia Kathia,845113.0,West Champaran,Betia,Bihar
5325,Mathura Sultan,844521.0,Vaishali,Hazipur,Bihar
5326,Mathurapur,813222.0,Bhagalpur,Bhagalpur,Bihar
5327,Matihani,851139.0,Begusarai,Begusarai,Bihar
5328,Matihani,851139.0,Begusarai,Begusarai,Bihar
5329,Mauna,841301.0,Saran,Saran,Bihar
5330,Mayaganj,812001.0,Bhagalpur,Bhagalpur,Bihar
5331,Meari Bazar,802217.0,Rohtas,Sasara,Bihar
5332,Meghaul,848202.0,Begusarai,Begusarai,Bihar
5333,Meghauna,848225.0,Samastipur,Samastipur,Bihar
5334,Mehdauli,851119.0,Begusarai,Begusarai,Bihar
5335,Mehsi,845426.0,Purba Champaran,Motihari,Bihar
5336,Mehsi,845426.0,Purba Champaran,Motihari,Bihar
5337,Mehsi,848162.0,Samastipur,Samastipur,Bihar
5338,Mehsi,848162.0,Samastipur,Samastipur,Bihar
5339,Mehus,811102.0,Munger,Munger,Bihar
5340,Mina Bazar Bettiah,845438.0,West Champaran,Betia,Bihar
5341,Minapur,843128.0,Muzaffarpur,Muzaffarpur,Bihar
5342,Minapur,843128.0,Muzaffarpur,Muzaffarpur,Bihar
5343,Mirapur,843149.0,Muzaffarpur,Muzaffarpur,Bihar
5344,Mirganj,841438.0,Gopalganj,Mirganj,Bihar
5345,Mirjanagar,844139.0,Vaishali,Hazipur,Bihar
5346,Mirjanhat,812005.0,Bhagalpur,Bhagalpur,Bihar
5347,Mirjapur,841419.0,Saran,Saran,Bihar
5348,Mirpur,845507.0,Purba Champaran,Motihari,Bihar
5349,Mirzapur Banduar,851129.0,Begusarai,Begusarai,Bihar
5350,Mirzapur Kothi,854356.0,Purnia,Purnia,Bihar
5351,Mithanchak,804457.0,Patna,Patna,Bihar
5352,Mithapur,800001.0,Patna,Patna,Bihar
5353,Moghalkuan,803118.0,Nalanda,Biharsharif,Bihar
5354,Mohaddipur,851212.0,Khagaria,Khagaria,Bihar
5355,Mohammadpur,841223.0,Saran,Saran,Bihar
5356,Mohammadpur,841318.0,Saran,Saran,Bihar
5357,Mohammadpur Badal,843150.0,Muzaffarpur,Muzaffarpur,Bihar
5358,Mohammadpur Balmi,843151.0,Muzaffarpur,Muzaffarpur,Bihar
5359,Mohammadpur Sakra,848163.0,Samastipur,Samastipur,Bihar
5360,Mohania,821109.0,Kaimur,Kaimur,Bihar
5361,Mohania,821109.0,Kaimur,Kaimur,Bihar
5362,Mohini Mandal,843350.0,Sitamarhi,Sitamarhi,Bihar
5363,Mohiuddinagar,848501.0,Samastipur,Mohiuddinagar,Bihar
5364,Mohiuddinagar R S,848502.0,Samastipur,Samastipur,Bihar
5365,Mokameh Chowk,803302.0,Patna,Patna,Bihar
5366,Mokameh Ghat,803303.0,Patna,Patna,Bihar
5367,Mokamesh,803302.0,Patna,Patna,Bihar
5368,Molighat,842001.0,Muzaffarpur,Muzaffarpur,Bihar
5369,Momain,843152.0,Muzaffarpur,Muzaffarpur,Bihar
5370,Monghry,811201.0,Munger,Munger,Bihar
5371,Monghry Town,811201.0,Munger,Munger,Bihar
5372,Monghyr College,811201.0,Munger,Munger,Bihar
5373,Monghyr Fort,811201.0,Munger,Munger,Bihar
5374,Mora,841507.0,Siwan,Siwan,Bihar
5375,More,803232.0,Patna,Patna,Bihar
5376,Morsandi,843153.0,Muzaffarpur,Muzaffarpur,Bihar
5377,Morwa,848121.0,Samastipur,Samastipur,Bihar
5378,Morwa,848121.0,Samastipur,Samastipur,Bihar
5379,Motihari,845401.0,Purba Champaran,Motihari,Bihar
5380,Motihari,845401.0,Purba Champaran,Motihari,Bihar
5381,Motihari Chowk,845401.0,Purba Champaran,Motihari,Bihar
5382,Motihari City,845401.0,Purba Champaran,Motihari,Bihar
5383,Motihari College,845401.0,Purba Champaran,Motihari,Bihar
5384,Motihari Court,845401.0,Purba Champaran,Motihari,Bihar
5385,Motihari Dist Board,845401.0,Purba Champaran,Motihari,Bihar
5386,Motijheel,842001.0,Muzaffarpur,Muzaffarpur,Bihar
5387,Motipur,843111.0,Muzaffarpur,Motipur,Bihar
5388,Mow,824235.0,Gaya,Gaya,Bihar
5389,Mow Bazidpur,848503.0,Samastipur,Samastipur,Bihar
5390,Mow Dhaneshpur,848513.0,Samastipur,Samastipur,Bihar
5391,Muraitha,847312.0,Madhubani,Madhubani,Bihar
5392,Murar,802127.0,Bhojpur,Arrah,Bihar
5393,Muria,847115.0,Darbhanga,Darbhanga,Bihar
5394,Murliganj,852122.0,Madhepura,Murliganj,Bihar
5395,Musapur,854121.0,Katihar,Katihar,Bihar
5396,Musapur,848142.0,Samastipur,Samastipur,Bihar
5397,Mushahari Farm,843154.0,Muzaffarpur,Muzaffarpur,Bihar
5398,Mussallehpur Hat Nanmuhia,800006.0,Patna,Patna,Bihar
5399,Mustafabad,841439.0,Siwan,Siwan,Bihar
5400,Mustafaganj,843155.0,Muzaffarpur,Muzaffarpur,Bihar
5401,Muzaffarpur,842001.0,Muzaffarpur,Muzaffarpur,Bihar
5402,Muzaffarpur,842001.0,Muzaffarpur,Muzaffarpur,Bihar
5403,Muzaffarpur Court,842001.0,Muzaffarpur,Muzaffarpur,Bihar
5404,Muzaffarpur Inds Complex,842005.0,Muzaffarpur,Muzaffarpur,Bihar
5405,Muzaffarpur Inst Of Tech,842003.0,Muzaffarpur,Muzaffarpur,Bihar
5406,Nabiganj,841301.0,Saran,Saran,Bihar
5407,Nabinagar,824301.0,Aurangabad,Nabinagar,Bihar
5408,Nabinagar,824301.0,Aurangabad,Nabinagar,Bihar
5409,Nabinagar Rd,824303.0,Aurangabad,Aurangabad,Bihar
5410,Nagarnausa,801305.0,Nalanda,Biharsharif,Bihar
5411,Naglakinjar,804423.0,Jahanabad,Jahanabad,Bihar
5412,Nagra,841442.0,Saran,Saran,Bihar
5413,Nagra,841442.0,Saran,Saran,Bihar
5414,Nahauna,821315.0,Rohtas,Sasara,Bihar
5415,Nai Bazar,802101.0,Bhojpur,Arrah,Bihar
5416,Naini,841316.0,Saran,Saran,Bihar
5417,Nalanda College,803101.0,Nalanda,Biharsharif,Bihar
5418,Nalanda R S,803111.0,Nalanda,Biharsharif,Bihar
5419,Nanpur,843333.0,Sitamarhi,Sitamarhi,Bihar
5420,Nanpur,843333.0,Sitamarhi,Sitamarhi,Bihar
5421,Naokothi,851130.0,Begusarai,Begusarai,Bihar
5422,Naokothi,851130.0,Begusarai,Begusarai,Bihar
5423,Narahan R S,848211.0,Samastipur,Samastipur,Bihar
5424,Narahia,847108.0,Darbhanga,Darbhanga,Bihar
5425,Narain Das Rd,811201.0,Munger,Munger,Bihar
5426,Naraipur,845105.0,West Champaran,Betia,Bihar
5427,Narairpur Panapur,843156.0,Muzaffarpur,Muzaffarpur,Bihar
5428,Naranga,843347.0,Sitamarhi,Sitamarhi,Bihar
5429,Naraon,841216.0,Saran,Saran,Bihar
5430,Narar,847252.0,Madhubani,Madhubani,Bihar
5431,Narayanpur,853203.0,Bhagalpur,Bhagalpur,Bihar
5432,Narayanpur,853203.0,Bhagalpur,Bhagalpur,Bihar
5433,Nardiganj,805109.0,Nawada,Nawada,Bihar
5434,Nardiganj,805109.0,Nawada,Nawada,Bihar
5435,Narhan,848211.0,Samastipur,Samastipur,Bihar
5436,Narhi Chandi,802161.0,Bhojpur,Arrah,Bihar
5437,Narkatiaganj,845455.0,West Champaran,Narkatiaganj,Bihar
5438,Narma,843129.0,Muzaffarpur,Muzaffarpur,Bihar
5439,Narpalganj,854335.0,Purnia,Purnia,Bihar
5440,Naruar,847412.0,Madhubani,Madhubani,Bihar
5441,Nasriganj,821310.0,Rohtas,Sasara,Bihar
5442,Nasriganj,821310.0,Rohtas,Sasara,Bihar
5443,Nathnagar,812006.0,Bhagalpur,Bhagalpur,Bihar
5444,Natwar,802218.0,Rohtas,Sasara,Bihar
5445,Naubatpur,801109.0,Patna,Patna,Bihar
5446,Naubatpur,801109.0,Patna,Patna,Bihar
5447,Naugachia,853204.0,Bhagalpur,Bhagalpur,Bihar
5448,Nauhatta,821125.0,Rohtas,Sasara,Bihar
5449,Nauhatta,821125.0,Rohtas,Sasara,Bihar
5450,Nauhatta,821317.0,Rohtas,Sasara,Bihar
5451,Nauhatta,852123.0,Saharsa,Saharsa,Bihar
5452,Nauhatta,852123.0,Saharsa,Saharsa,Bihar
5453,Nauranga,848102.0,Samastipur,Samastipur,Bihar
5454,Navarashtra,800001.0,Patna,Patna,Bihar
5455,Navashakti,800001.0,Patna,Patna,Bihar
5456,Nawabganj,854336.0,Purnia,Purnia,Bihar
5457,Nawada,805129.0,Nawada,Nawada,Bihar
5458,Nawada,854336.0,Purnia,Purnia,Bihar
5459,Nawada,854336.0,Purnia,Purnia,Bihar
5460,Nawadah,805110.0,Nawada,Nawada,Bihar
5461,Nawadah Kutchery,805110.0,Nawada,Nawada,Bihar
5462,Nawadahben,802162.0,Bhojpur,Arrah,Bihar
5463,Nawalpur,845473.0,West Champaran,Betia,Bihar
5464,Nawanagar,802129.0,Bhojpur,Arrah,Bihar
5465,Nawanagar,802129.0,Kaimur,Bhagwanpur,Bihar
5466,Naya Mohammadpur,802163.0,Bhojpur,Arrah,Bihar
5467,Nayagaon,851215.0,Bhagalpur,Bhagalpur,Bihar
5468,Nayagaon,841217.0,Saran,Saran,Bihar
5469,Nayagaon,843362.0,Sitamarhi,Sitamarhi,Bihar
5470,Nayanagar,848227.0,Kishanganj,Kishanganj,Bihar
5471,Nayatola,842001.0,Muzaffarpur,Muzaffarpur,Bihar
5472,Nayatola,800004.0,Patna,Patna,Bihar
5473,Nayatola Bettiah,845438.0,West Champaran,Betia,Bihar
5474,Ncc Directorate,800001.0,Patna,Patna,Bihar
5475,Neajipur,802131.0,Bhojpur,Arrah,Bihar
5476,Nechua Jalalpur,841503.0,Gopalganj,Gopalganj,Bihar
5477,Nehalpur,804429.0,Jahanabad,Bahadurpur,Bihar
5478,Nehru,847233.0,Madhubani,Madhubani,Bihar
5479,Nemdarganj,805121.0,Nawada,Nawada,Bihar
5480,Neola,851120.0,Begusarai,Begusarai,Bihar
5481,Neora,801113.0,Patna,Patna,Bihar
5482,Neori Vikash,801113.0,Patna,Patna,Bihar
5483,New Godown,823001.0,Gaya,Gaya,Bihar
5484,New Jakkanpur,800001.0,Patna,Patna,Bihar
5485,Nimez,802130.0,Bhojpur,Arrah,Bihar
5486,Nimi,811103.0,Munger,Munger,Bihar
5487,Nirmali,847452.0,Saupal,Nirmali,Bihar
5488,Nirmali,847452.0,Saupal,Supaul,Bihar
5489,Noan,802132.0,Rohtas,Sasara,Bihar
5490,Noneya,845508.0,Purba Champaran,Motihari,Bihar
5491,Noneya Dih,845314.0,Purba Champaran,Motihari,Bihar
5492,Noorchak,847124.0,Darbhanga,Darbhanga,Bihar
5493,Noorsarai,803113.0,Nalanda,Biharsharif,Bihar
5494,Nowan,804431.0,Jahanabad,Jahanabad,Bihar
5495,Nurhat,805122.0,Nawada,Nawada,Bihar
5496,Obra,824124.0,Aurangabad,Aurangabad,Bihar
5497,Obra,824124.0,Aurangabad,Aurangabad,Bihar
5498,Olha Madhubani,845520.0,Purba Champaran,Motihari,Bihar
5499,Orhanpur,805123.0,Nawada,Nawada,Bihar
5500,Orro,805131.0,Nawada,Nawada,Bihar
5501,P Training C Darbhanga,846005.0,Darbhanga,Darbhanga,Bihar
5502,Pachhim Darwaza,800007.0,Patna,Patna,Bihar
5503,Pachpakri,845427.0,Purba Champaran,Motihari,Bihar
5504,Pachraur,841431.0,Saran,Saran,Bihar
5505,Pachrukhi,841241.0,Saran,Saran,Bihar
5506,Pachrukhi,841241.0,Saran,Saran,Bihar
5507,Pagra,848146.0,Samastipur,Samastipur,Bihar
5508,Paibigha,804424.0,Gaya,Gaya,Bihar
5509,Paiga,841218.0,Saran,Saran,Bihar
5510,Pakkisarai,842001.0,Muzaffarpur,Muzaffarpur,Bihar
5511,Pakribarwan,805124.0,Nawada,Nawada,Bihar
5512,Pakridayal,845428.0,Purba Champaran,Motihari,Bihar
5513,Palanwa,845509.0,Purba Champaran,Motihari,Bihar
5514,Paliganj,801110.0,Patna,Patna,Bihar
5515,Palsichakardaha,854349.0,Purnia,Purnia,Bihar
5516,Panbasaria,848145.0,Samastipur,Samastipur,Bihar
5517,Panchobh,847116.0,Darbhanga,Darbhanga,Bihar
5518,Pandarak,803221.0,Patna,Patna,Bihar
5519,Pandaul,847234.0,Madhubani,Madhubani,Bihar
5520,Pandaul,847234.0,Madhubani,Madhubani,Bihar
5521,Panditpur,841224.0,Saran,Saran,Bihar
5522,Pandooi,804433.0,Jahanabad,Jahanabad,Bihar
5523,Panhgachia,852124.0,Saharsa,Saharsa,Bihar
5524,Panhgachia Bazar,853207.0,Purnia,Purnia,Bihar
5525,Panjwara,813110.0,Bhagalpur,Bhagalpur,Bihar
5526,Par Nawadah,805110.0,Nawada,Nawada,Bihar
5527,Paraiya,824209.0,Gaya,Gaya,Bihar
5528,Paraiya,824209.0,Gaya,Gaya,Bihar
5529,Parbatta,851216.0,Araria,Araria,Bihar
5530,Parbatta,851216.0,Khagaria,Khagaria,Bihar
5531,Parihar,843324.0,Sitamarhi,Sitamarhi,Bihar
5532,Parihar,843324.0,Sitamarhi,Sitamarhi,Bihar
5533,Parihara,851225.0,Khagaria,Khagaria,Bihar
5534,Pariharpur,847253.0,Madhubani,Madhubani,Bihar
5535,Paro,843112.0,Muzaffarpur,Muzaffarpur,Bihar
5536,Paroria,848183.0,Samastipur,Samastipur,Bihar
5537,Parsa,847419.0,Madhubani,Madhubani,Bihar
5538,Parsa,847419.0,Madhubani,Madhubani,Bihar
5539,Parsa,841219.0,Saran,Saran,Bihar
5540,Parsa,841219.0,Saran,Saran,Bihar
5541,Parsa,845475.0,West Champaran,Betia,Bihar
5542,Parsa,845475.0,West Champaran,Betia,Bihar
5543,Parsagarh,841220.0,Saran,Saran,Bihar
5544,Parsauni,843325.0,Sitamarhi,Sitamarhi,Bihar
5545,Parsauni,843325.0,Sitamarhi,Sitamarhi,Bihar
5546,Parsauni Tapsi,845511.0,Purba Champaran,Motihari,Bihar
5547,Parshurampur,843342.0,Sitamarhi,Sitamarhi,Bihar
5548,Parta Ptand,844123.0,Vaishali,Hazipur,Bihar
5549,Parwa,847255.0,Madhubani,Madhubani,Bihar
5550,Pasraha,851226.0,Khagaria,Khagaria,Bihar
5551,Patahi,845457.0,Purba Champaran,Motihari,Bihar
5552,Patahi,845457.0,Purba Champaran,Motihari,Bihar
5553,Patahi,843113.0,Muzaffarpur,Muzaffarpur,Bihar
5554,Patahi,843113.0,Muzaffarpur,Muzaffarpur,Bihar
5555,Pataili,848144.0,Samastipur,Samastipur,Bihar
5556,Pataliputra,800013.0,Patna,Patna,Bihar
5557,Patarhi,841242.0,Saran,Saran,Bihar
5558,Patepur,843114.0,Vaishali,Hazipur,Bihar
5559,Patepur,843114.0,Vaishali,Hazipur,Bihar
5560,Pathargama,814147.0,Aurangabad,Aurangabad,Bihar
5561,Pathra,813115.0,Bhagalpur,Bhagalpur,Bihar
5562,Patijirwa,845476.0,West Champaran,Betia,Bihar
5563,Patilarh,845115.0,West Champaran,Betia,Bihar
5564,Patna,803206.0,Patna,Patna,Bihar
5565,Patna,800001.0,Patna,Patna,Bihar
5566,Patna,800001.0,Patna,Patna,Bihar
5567,Patna Aerodrame,800001.0,Patna,Patna,Bihar
5568,Patna Collectorate,800001.0,Patna,Patna,Bihar
5569,Patna High Court,800001.0,Patna,Patna,Bihar
5570,Patna M C Hospital,800004.0,Patna,Patna,Bihar
5571,Patna Secretariat,800015.0,Patna,Patna,Bihar
5572,Patna University,800005.0,Patna,Patna,Bihar
5573,Patnacity,800008.0,Patna,Patna,Bihar
5574,Patni,845312.0,Purba Champaran,Motihari,Bihar
5575,Patore,847117.0,Darbhanga,Darbhanga,Bihar
5576,Patory,848504.0,Samastipur,Samastipur,Bihar
5577,Patsara,843157.0,Muzaffarpur,Muzaffarpur,Bihar
5578,Patwara,847254.0,Madhubani,Madhubani,Bihar
5579,Pawai,813125.0,Bhagalpur,Bhagalpur,Bihar
5580,Pawapuri,803115.0,Nalanda,Biharsharif,Bihar
5581,Phenhara,845430.0,Purba Champaran,Motihari,Bihar
5582,Phenhara,845430.0,Purba Champaran,Motihari,Bihar
5583,Phulkaha,843358.0,Sitamarhi,Sitamarhi,Bihar
5584,Phulparas,847409.0,Madhubani,Madhubani,Bihar
5585,Phulparas,847409.0,Madhubani,Madhubani,Bihar
5586,Phulwarisharif,801505.0,Patna,Patna,Bihar
5587,Piar,843115.0,Muzaffarpur,Muzaffarpur,Bihar
5588,Pindaruch,847306.0,Darbhanga,Darbhanga,Bihar
5589,Pipra Bazar,852218.0,Madhepura,Madhepura,Bihar
5590,Pipra Factory,845429.0,Purba Champaran,Motihari,Bihar
5591,Pipra Latif,851227.0,Khagaria,Khagaria,Bihar
5592,Piprahi,852156.0,Saharsa,Saharsa,Bihar
5593,Piprahi,843334.0,Sitamarhi,Sitamarhi,Bihar
5594,Pirpainti,813209.0,Bhagalpur,Bhagalpur,Bihar
5595,Pirpainti,813209.0,Bhagalpur,Bhagalpur,Bihar
5596,Pitaunjia,848158.0,Samastipur,Samastipur,Bihar
5597,Pohaddi,847118.0,Darbhanga,Darbhanga,Bihar
5598,Pokhram Buzrug,847205.0,Darbhanga,Darbhanga,Bihar
5599,Polytechnic,823001.0,Gaya,Gaya,Bihar
5600,Postal Park,800001.0,Patna,Patna,Bihar
5601,Pota Tajpur,843363.0,Sitamarhi,Sitamarhi,Bihar
5602,Pothia,854114.0,Kishanganj,Kishanganj,Bihar
5603,Pothia,854114.0,Kishanganj,Kishanganj,Bihar
5604,Pothia R S,855128.0,Kishanganj,Kishanganj,Bihar
5605,Prahladpur,843158.0,Muzaffarpur,Muzaffarpur,Bihar
5606,Pranpur,854124.0,Katihar,Katihar,Bihar
5607,Pranpur,854124.0,Katihar,Katihar,Bihar
5608,Pratapganj,852125.0,Saharsa,Saharsa,Bihar
5609,Pratapnagar,853208.0,Purnia,Purnia,Bihar
5610,Pratappur,841225.0,Saran,Saran,Bihar
5611,Punaichak,800023.0,Patna,Patna,Bihar
5612,Punaura,843364.0,Sitamarhi,Sitamarhi,Bihar
5613,Punpun,804453.0,Patna,Patna,Bihar
5614,Punsia,813109.0,Bhagalpur,Bhagalpur,Bihar
5615,Pupri Bazar,843320.0,Sitamarhi,Sitamarhi,Bihar
5616,Purabsarai,811201.0,Munger,Munger,Bihar
5617,Purana Bhojpur,802133.0,Bhojpur,Arrah,Bihar
5618,Purana Dumka,814101.0,Bhagalpur,Bhagalpur,Bihar
5619,Purani Bazar,811311.0,Munger,Munger,Bihar
5620,Purani Godown,823001.0,Gaya,Gaya,Bihar
5621,Purania Gosain,845474.0,West Champaran,Betia,Bihar
5622,Purendra,845524.0,Purba Champaran,Motihari,Bihar
5623,Purnea,854301.0,Purnia,Purnia,Bihar
5624,Purnea Chowk,854301.0,Purnia,Purnia,Bihar
5625,Purnea City,854302.0,Purnia,Purnia,Bihar
5626,Purnea Court,854301.0,Purnia,Purnia,Bihar
5627,Purnea Distt Bd,854301.0,Purnia,Purnia,Bihar
5628,Purnea Polytechnic,854303.0,Purnia,Purnia,Bihar
5629,Purshottampur Halai,848505.0,Samastipur,Samastipur,Bihar
5630,Pusa,848125.0,Samastipur,Samastipur,Bihar
5631,Pusaho,848228.0,Samastipur,Samastipur,Bihar
5632,Pustak Bhandar,846001.0,Darbhanga,Darbhanga,Bihar
5633,Putai,847423.0,Madhubani,Madhubani,Bihar
5634,Quadirabad,846004.0,Darbhanga,Darbhanga,Bihar
5635,R D S College,842002.0,Muzaffarpur,Muzaffarpur,Bihar
5636,R K Ashram,843116.0,Muzaffarpur,Muzaffarpur,Bihar
5637,R K College,847211.0,Madhubani,Madhubani,Bihar
5638,R K Mission,835221.0,Muzaffarpur,Muzaffarpur,Bihar
5639,Rafiganj,824125.0,Aurangabad,Rafiganj,Bihar
5640,Raghopur,844508.0,Vaishali,Hazipur,Bihar
5641,Raghopur,844508.0,Vaishali,Hazipur,Bihar
5642,Raghopur Deorhi,847256.0,Madhubani,Madhubani,Bihar
5643,Raghunathpur,802134.0,Bhojpur,Raghunathpur,Bihar
5644,Raghunathpur,802134.0,Bhojpur,Raghunathpur,Bihar
5645,Raghunathpur,841504.0,Siwan,Siwan,Bihar
5646,Raghunathpur Bazar,845431.0,Purba Champaran,Motihari,Bihar
5647,Rahimpur,851228.0,Khagaria,Khagaria,Bihar
5648,Rahui,803119.0,Nalanda,Biharsharif,Bihar
5649,Rahui,803119.0,Nalanda,Biharsharif,Bihar
5650,Raipur,843326.0,Sitamarhi,Sitamarhi,Bihar
5651,Raipur Chore,821123.0,Rohtas,Sasara,Bihar
5652,Raja Pur Mainpura,800001.0,Patna,Patna,Bihar
5653,Raja Un,813107.0,Bhagalpur,Bhagalpur,Bihar
5654,Rajapakar,844124.0,Vaishali,Hazipur,Bihar
5655,Rajapatti,841420.0,Gopalganj,Gopalganj,Bihar
5656,Rajauli,805125.0,Nawada,Nawada,Bihar
5657,Rajauli,805125.0,Nawada,Nawada,Bihar
5658,Rajaura,851131.0,Begusarai,Begusarai,Bihar
5659,Rajdham,854204.0,Purnia,Purnia,Bihar
5660,Raje,847426.0,Madhubani,Madhubani,Bihar
5661,Rajendra College,841301.0,Saran,Saran,Bihar
5662,Rajendranagar,800016.0,Patna,Patna,Bihar
5663,Rajepur Champaran,845406.0,Purba Champaran,Motihari,Bihar
5664,Rajgir,803116.0,Nalanda,Rajgir,Bihar
5665,Rajgir Kund,803116.0,Nalanda,Biharsharif,Bihar
5666,Rajhat,805126.0,Nawada,Nawada,Bihar
5667,Rajnagar,847235.0,Madhubani,Madhubani,Bihar
5668,Rajni Babhangawa,852147.0,Saharsa,Saharsa,Bihar
5669,Rajpur,845432.0,Purba Champaran,Motihari,Bihar
5670,Rajpur,845432.0,Purba Champaran,Motihari,Bihar
5671,Rajpur,802219.0,Rohtas,Sasara,Bihar
5672,Rajpur,802219.0,Rohtas,Sasara,Bihar
5673,Rajwatia,845117.0,West Champaran,Betia,Bihar
5674,Ramdiri,851138.0,Begusarai,Begusarai,Bihar
5675,Ramgarh,821110.0,Kaimur,Kaimur,Bihar
5676,Ramgarh,821110.0,Kaimur,Kaimur,Bihar
5677,Ramgarhwa,845433.0,Purba Champaran,Motihari,Bihar
5678,Ramgarhwa,845433.0,Purba Champaran,Motihari,Bihar
5679,Ramna,842002.0,Muzaffarpur,Muzaffarpur,Bihar
5680,Ramnagan,845106.0,West Champaran,Betia,Bihar
5681,Rampatti,847236.0,Madhubani,Madhubani,Bihar
5682,Rampur,845513.0,Kaimur,Ahirawan,Bihar
5683,Rampur,845513.0,Kaimur,Akbarpur,Bihar
