,PostOfficeName,Pincode,DistrictsName,City,State
29445,Goga Gate Bikaner,334001.0,Bikaner,Bikaner,Rajasthan
29446,Gogalao,341011.0,Nagaur,Nagaur,Rajasthan
29447,Gogameri,335504.0,Ganganagar,Ganganagar,Rajasthan
29448,Gogasar,331504.0,Churu,Churu,Rajasthan
29449,Gogunda,313705.0,Udaipur,Udaipur,Rajasthan
29450,Goluwala,335802.0,Ganganagar,Ganganagar,Rajasthan
29451,Gopalgarh,321211.0,Bharatpur,Bharatpur,Rajasthan
29452,Gopalgarh Bharatpur,321001.0,Bharatpur,Bharatpur,Rajasthan
29453,Gopinath Mohalla,321022.0,Bharatpur,Bharatpur,Rajasthan
29454,Gordhanpura,303115.0,Jaipur,Jaipur,Rajasthan
29455,Gorir,332748.0,Sikar,Sikar,Rajasthan
29456,Gosunda,312201.0,Chittorgarh,Chittorgarh,Rajasthan
29457,Goswami Chowk Bikaner,334001.0,Bikaner,Bikaner,Rajasthan
29458,Gotan,342902.0,Nagaur,Nagaur,Rajasthan
29459,Government College,324001.0,Kota,Kota,Rajasthan
29460,Govind Nagar,302002.0,Jaipur,Jaipur,Rajasthan
29461,Govindgarh Ajmer,305201.0,Ajmer,Ajmer,Rajasthan
29462,Govindgarh Bharatpur,321604.0,Alwar,Alwar,Rajasthan
29463,Govindgarh Malikpur,303712.0,Jaipur,Jaipur,Rajasthan
29464,Govindpura,332739.0,Sikar,Sikar,Rajasthan
29465,Guda Balotra,307030.0,Jalore,Jalore,Rajasthan
29466,Guda Chanderji,322213.0,Swaimadhopur,Swaimadhopur,Rajasthan
29467,Guda Malani,344031.0,Barmer,Barmer,Rajasthan
29468,Gudha Gorji Ka,333022.0,JhunJhunu,JhunJhunu,Rajasthan
29469,Gudha Katla,303323.0,Jaipur,Jaipur,Rajasthan
29470,Gudha Salt,341525.0,Nagaur,Nagaur,Rajasthan
29471,Gudhlia,303324.0,Jaipur,Jaipur,Rajasthan
29472,Guhala,332706.0,Sikar,Sikar,Rajasthan
29473,Gujar Dharti Ajmer,305001.0,Ajmer,Ajmer,Rajasthan
29474,Gulab Bari Ajmer,305007.0,Ajmer,Ajmer,Rajasthan
29475,Gulabpura,311021.0,Bhilwara,Gulabpura,Rajasthan
29476,Gulpara,321031.0,Bharatpur,Gulabpura,Rajasthan
29477,Gumanpura Kota,324007.0,Kota,Kota,Rajasthan
29478,Gunga,344705.0,Barmer,Barmer,Rajasthan
29479,Gungara,332038.0,Sikar,Sikar,Rajasthan
29480,Gurara,332721.0,Sikar,Sikar,Rajasthan
29481,Gurlan,311012.0,Bhilwara,Bhilwara,Rajasthan
29482,Gurudwara Road,324002.0,Kota,Kota,Rajasthan
29483,H M T Ajmer,305003.0,Ajmer,Ajmer,Rajasthan
29484,Hadecha,343027.0,Jalore,Jalore,Rajasthan
29485,Hadota,303705.0,Baran,Baran,Rajasthan
29486,Hadoti,322036.0,Swaimadhopur,Swaimadhopur,Rajasthan
29487,Haldiyon Ka Rasta,302003.0,Jaipur,Jaipur,Rajasthan
29488,Halena,321601.0,Bharatpur,Bharatpur,Rajasthan
29489,Hamirgarh,311025.0,Bhilwara,Bhilwara,Rajasthan
29490,Hamirpur,301426.0,Alwar,Alwar,Rajasthan
29491,Hamirwas,331305.0,Churu,Churu,Rajasthan
29492,Hanspur,331305.0,Churu,Churu,Rajasthan
29493,Hantra,321638.0,Alwar,Alwar,Rajasthan
29494,Hanumandhora,331507.0,Churu,Churu,Rajasthan
29495,Hanumangarh Jn,335512.0,Ganganagar,Ganganagar,Rajasthan
29496,Hanumangarh Jn,335512.0,Ganganagar,Ganganagar,Rajasthan
29497,Hanumangarh Jn Court,335512.0,Ganganagar,Ganganagar,Rajasthan
29498,Hanumangarh Town,335513.0,Ganganagar,Ganganagar,Rajasthan
29499,Hanumangarh Town Bazar,335513.0,Ganganagar,Ganganagar,Rajasthan
29500,Hanumangarh Town Nai Mand,335513.0,Ganganagar,Ganganagar,Rajasthan
29501,Hanumanpura,333703.0,JhunJhunu,JhunJhunu,Rajasthan
29502,Harash,332035.0,Sikar,Sikar,Rajasthan
29503,Hariadhana,342602.0,Jodhpur,Jodhpur,Rajasthan
29504,Harigarh,326040.0,Jhalawar,Jhalawar,Rajasthan
29505,Harji,307045.0,Sirohi,Sirohi,Rajasthan
29506,Harji,307045.0,Sirohi,Sirohi,Rajasthan
29507,Harmara Ajmer,305812.0,Ajmer,Ajmer,Rajasthan
29508,Harnawda Shahji Ka,325225.0,Kota,Kota,Rajasthan
29509,Harsani,344013.0,Barmer,Barmer,Rajasthan
29510,Harsoli Alwar,301403.0,Alwar,Alwar,Rajasthan
29511,Harsoli Jaipur,303609.0,Jaipur,Jaipur,Rajasthan
29512,Harsora,301412.0,Alwar,Alwar,Rajasthan
29513,Harsore,341515.0,Nagaur,Nagaur,Rajasthan
29514,Hassampur,332743.0,Sikar,Sikar,Rajasthan
29515,High Court,302005.0,Jaipur,Jaipur,Rajasthan
29516,Himatsar,334802.0,Bikaner,Bikaner,Rajasthan
29517,Hindaun,322230.0,Karauli,Hindaun,Rajasthan
29518,Hindaun New Mandi,322230.0,Swaimadhopur,Hindaun,Rajasthan
29519,Hindoli,323023.0,Bundi,Bundi,Rajasthan
29520,Hindumalkot,335901.0,Ganganagar,Ganganagar,Rajasthan
29521,Hiran Magri,313001.0,Udaipur,Udaipur,Rajasthan
29522,Hod,332728.0,Sikar,Sikar,Rajasthan
29523,Hospital Road Chirawa,333026.0,JhunJhunu,JhunJhunu,Rajasthan
29524,Hospital Road Ringas,332404.0,Sikar,Sikar,Rajasthan
29525,Hurda,311022.0,Bhilwara,Bhilwara,Rajasthan
29526,I E Bidiad,341542.0,Nagaur,Nagaur,Rajasthan
29527,I E Makhupura Ajmer,305002.0,Ajmer,Ajmer,Rajasthan
29528,Idwa,341541.0,Nagaur,Nagaur,Rajasthan
29529,Indergarh,323613.0,Bundi,Bundi,Rajasthan
29530,Inderpura,333315.0,JhunJhunu,JhunJhunu,Rajasthan
29531,Indira Bazar,302001.0,Jaipur,Jaipur,Rajasthan
29532,Industrial Area,342003.0,Jodhpur,Jodhpur,Rajasthan
29533,Industrial Area,341509.0,Nagaur,Nagaur,Rajasthan
29534,Industrial Area,335512.0,Ganganagar,Ganganagar,Rajasthan
29535,Industrial Area,313001.0,Udaipur,Udaipur,Rajasthan
29536,Industrial Area Bharatpur,321001.0,Bharatpur,Bharatpur,Rajasthan
29537,Industrial Area Bikaner,334001.0,Bikaner,Bikaner,Rajasthan
29538,Industrial Area Naraina,303348.0,Jaipur,Jaipur,Rajasthan
29539,Industrial Estate,302006.0,Jaipur,Jaipur,Rajasthan
29540,Industrial Estate Kota,324003.0,Kota,Kota,Rajasthan
29541,Industrial Estate Sri,335001.0,Ganganagar,Ganganagar,Rajasthan
29542,Intali,313608.0,Udaipur,Udaipur,Rajasthan
29543,Intalikhera,313026.0,Udaipur,Udaipur,Rajasthan
29544,Isali,306026.0,Pali,Pali,Rajasthan
29545,Isapur Katara,321035.0,Bharatpur,Bharatpur,Rajasthan
29546,Isharda,322703.0,Swaimadhopur,Swaimadhopur,Rajasthan
29547,Islampur,333024.0,JhunJhunu,JhunJhunu,Rajasthan
29548,Ismailpur,301421.0,Alwar,Alwar,Rajasthan
29549,Itamda,321417.0,Bharatpur,Bharatpur,Rajasthan
29550,Itarna,301023.0,Alwar,Alwar,Rajasthan
29551,Itawa,325004.0,Kota,Kota,Rajasthan
29552,J L N Hospital Ajmer,305001.0,Ajmer,Ajmer,Rajasthan
29553,J M Tonk,304001.0,Tonk,Tonk,Rajasthan
29554,Jael,341023.0,Nagaur,Nagaur,Rajasthan
29555,Jaghina,321021.0,Bharatpur,Bharatpur,Rajasthan
29556,Jagjiwanpur,321426.0,Bharatpur,Bharatpur,Rajasthan
29557,Jahazpur,305409.0,Dausa,Jahazpur,Rajasthan
29558,Jahazpur Mandi,305409.0,Bhilwara,Jahazpur,Rajasthan
29559,Jahota,303701.0,Jaipur,Jaipur,Rajasthan
29560,Jail Road Bikaner,334001.0,Bikaner,Bikaner,Rajasthan
29561,Jaipla,325226.0,Kota,Kota,Rajasthan
29562,Jaipur,303103.0,Jaipur,Jaipur,Rajasthan
29563,Jaipur 1 G P O,302001.0,Jaipur,Jaipur,Rajasthan
29564,Jaipur 10 D M Ts Office,302010.0,Jaipur,Jaipur,Rajasthan
29565,Jaipur 11 A P Sanganaer,302011.0,Jaipur,Jaipur,Rajasthan
29566,Jaipur 12 Jhotwara,302012.0,Jaipur,Jaipur,Rajasthan
29567,Jaipur 13 Vishwa Karma In,302013.0,Jaipur,Jaipur,Rajasthan
29568,Jaipur 14 Ddapostal Jai,302014.0,Jaipur,Jaipur,Rajasthan
29569,Jaipur 15 Gandhinagar,302015.0,Jaipur,Jaipur,Rajasthan
29570,Jaipur 16 Shastri Nagar,302016.0,Jaipur,Jaipur,Rajasthan
29571,Jaipur 17 Bajaj Nagar,302017.0,Jaipur,Jaipur,Rajasthan
29572,Jaipur 2 Tripolia Bazar,302002.0,Jaipur,Jaipur,Rajasthan
29573,Jaipur 3 Jaipur City,302003.0,Jaipur,Jaipur,Rajasthan
29574,Jaipur 4 Adarshnagar,302004.0,Jaipur,Jaipur,Rajasthan
29575,Jaipur 5 Rajasecretariat,302005.0,Jaipur,Jaipur,Rajasthan
29576,Jaipur 6,302006.0,Jaipur,Jaipur,Rajasthan
29577,Jaipur 7 P M Gs Office,302007.0,Jaipur,Jaipur,Rajasthan
29578,Jaipur 8 G M Ts Office,302008.0,Jaipur,Jaipur,Rajasthan
29579,Jaipur 9 D E Ts Office,302009.0,Jaipur,Jaipur,Rajasthan
29580,Jairampura,332726.0,Sikar,Sikar,Rajasthan
29581,Jaisalmer,345001.0,Jaisalmer,Jaisalmer,Rajasthan
29582,Jaisalmer B S F,345002.0,Jaisalmer,Jaisalmer,Rajasthan
29583,Jaisalmer City,345001.0,Jaisalmer,Jaisalmer,Rajasthan
29584,Jaisalmer Collectorate,345001.0,Jaisalmer,Jaisalmer,Rajasthan
29585,Jaisalmer Fort,345001.0,Jaisalmer,Jaisalmer,Rajasthan
29586,Jaisalmer Station Road,345001.0,Jaisalmer,Jaisalmer,Rajasthan
29587,Jaisinghpura Khor,303118.0,Jaipur,Jaipur,Rajasthan
29588,Jaitpura,303704.0,Jaipur,Jaipur,Rajasthan
29589,Jajod Fatehpur,332318.0,Sikar,Sikar,Rajasthan
29590,Jajod Sri Madhopur,332722.0,Sikar,Sikar,Rajasthan
29591,Jakhal,333305.0,JhunJhunu,JhunJhunu,Rajasthan
29592,Jakharana,301713.0,Alwar,Alwar,Rajasthan
29593,Jakhod,333033.0,JhunJhunu,JhunJhunu,Rajasthan
29594,Jalalpur,321029.0,Bharatpur,Bharatpur,Rajasthan
29595,Jalebi Chowk,302002.0,Jaipur,Jaipur,Rajasthan
29596,Jalia,305625.0,Ajmer,Ajmer,Rajasthan
29597,Jalore,343001.0,Jalore,Jalore,Rajasthan
29598,Jalore Bus Stand,343001.0,Jalore,Jalore,Rajasthan
29599,Jalore Collectorate,343001.0,Jalore,Jalore,Rajasthan
29600,Jalore Suraj Pole,343001.0,Jalore,Jalore,Rajasthan
29601,Jalore V D C,343001.0,Jalore,Jalore,Rajasthan
29602,Jalori Gate,342003.0,Jodhpur,Jodhpur,Rajasthan
29603,Jalpali,332730.0,Sikar,Sikar,Rajasthan
29604,Jamsar,334601.0,Bikaner,Bikaner,Rajasthan
29605,Jamwa Ramgarh,303109.0,Jaipur,Jaipur,Rajasthan
29606,Jankipura,332315.0,Sikar,Sikar,Rajasthan
29607,Janta Bazar,302002.0,Jaipur,Jaipur,Rajasthan
29608,Janta Colony,302004.0,Jaipur,Jaipur,Rajasthan
29609,Jaoli Alwar,301034.0,Alwar,Alwar,Rajasthan
29610,Jarga,328038.0,Dholpur,Dholpur,Rajasthan
29611,Jasana,335528.0,Ganganagar,Ganganagar,Rajasthan
29612,Jasnagar,341518.0,Nagaur,Nagaur,Rajasthan
29613,Jasol,344024.0,Barmer,Barmer,Rajasthan
29614,Jasrapur,333514.0,JhunJhunu,JhunJhunu,Rajasthan
29615,Jassusar Gate Bikaner,334001.0,Bikaner,Bikaner,Rajasthan
29616,Jaswantgarh Nagaur,341304.0,Nagaur,Nagaur,Rajasthan
29617,Jaswantgarh Udaipur,313707.0,Udaipur,Udaipur,Rajasthan
29618,Jaswantpura,307515.0,Sirohi,Sirohi,Rajasthan
29619,Jatnagla,322327.0,Swaimadhopur,Swaimadhopur,Rajasthan
29620,Jawahar Chowk,342001.0,Jodhpur,Jodhpur,Rajasthan
29621,Jawahar Nagar,302004.0,Jaipur,Jaipur,Rajasthan
29622,Jawaharsagar,323302.0,Tonk,Tonk,Rajasthan
29623,Jawai Bandh,306126.0,Pali,Pali,Rajasthan
29624,Jawaja,305922.0,Ajmer,Ajmer,Rajasthan
29625,Jawal,307801.0,Sirohi,Sirohi,Rajasthan
29626,Jawali,306117.0,Pali,Pali,Rajasthan
29627,Jawla,341534.0,Nagaur,Nagaur,Rajasthan
29628,Jaykaypuram,307019.0,Sirohi,Sirohi,Rajasthan
29629,Jeelo,332744.0,Sikar,Sikar,Rajasthan
29630,Jeewad,321425.0,Bharatpur,Bharatpur,Rajasthan
29631,Jejusar,333052.0,JhunJhunu,JhunJhunu,Rajasthan
29632,Jetaran,306302.0,Pali,Pali,Rajasthan
29633,Jethana Ajmer,305207.0,Ajmer,Ajmer,Rajasthan
29634,Jethana Dungarpur,314033.0,Dungarpur,Dungarpur,Rajasthan
29635,Jetsar,335702.0,Ganganagar,Ganganagar,Rajasthan
29636,Jetsar Farm,333709.0,JhunJhunu,JhunJhunu,Rajasthan
29637,Jetusar,332407.0,Sikar,Sikar,Rajasthan
29638,Jhadol Phalasia,313702.0,Udaipur,Udaipur,Rajasthan
29639,Jhadol Sarara,313905.0,Udaipur,Udaipur,Rajasthan
29640,Jhadoli,307037.0,Jalore,Jalore,Rajasthan
29641,Jhajhar,333304.0,JhunJhunu,JhunJhunu,Rajasthan
29642,Jhajhu,334304.0,Bikaner,Bikaner,Rajasthan
29643,Jhalawar,326001.0,Jhalawar,Jhalawar,Rajasthan
29644,Jhalawar Collectorate,326001.0,Jhalawar,Jhalawar,Rajasthan
29645,Jhallara,313038.0,Udaipur,Udaipur,Rajasthan
29646,Jhalon Ki Madar,313336.0,Rajsamand,Rajsamand,Rajasthan
29647,Jhalra Patan City,326023.0,Jhalawar,Jhalawar,Rajasthan
29648,Jhamar Kotra Mines,313015.0,Udaipur,Udaipur,Rajasthan
29649,Jhanwar,342021.0,Jodhpur,Jodhpur,Rajasthan
29650,Jhareda,322231.0,Karauli,Karauli,Rajasthan
29651,Jharli,332707.0,Sikar,Sikar,Rajasthan
29652,Jhilai,304025.0,Tonk,Tonk,Rajasthan
29653,Jhotwara Industrial Area,302012.0,Jaipur,Jaipur,Rajasthan
29654,Jhunjhunu,333001.0,JhunJhunu,JhunJhunu,Rajasthan
29655,Jhunjhunu Bazar,333001.0,JhunJhunu,JhunJhunu,Rajasthan
29656,Jhunjhunu City,333001.0,JhunJhunu,JhunJhunu,Rajasthan
29657,Jhunjhunu Court,333001.0,JhunJhunu,JhunJhunu,Rajasthan
29658,Jhunjhunu Footla Bazar,333001.0,JhunJhunu,JhunJhunu,Rajasthan
29659,Jhunjhunu Gandhi Chowk,333001.0,JhunJhunu,JhunJhunu,Rajasthan
29660,Jhunta,306310.0,Pali,Pali,Rajasthan
29661,Jobner,303328.0,Jaipur,Jobner,Rajasthan
29662,Jodhpur,342001.0,Jodhpur,Jodhpur,Rajasthan
29663,Jodhpur 2 Girdikot,342002.0,Jodhpur,Jodhpur,Rajasthan
29664,Jodhpur 3 Sardarpura,342003.0,Jodhpur,Jodhpur,Rajasthan
29665,Jodhpur 4,342004.0,Jodhpur,Jodhpur,Rajasthan
29666,Jodhpur 5,342005.0,Jodhpur,Jodhpur,Rajasthan
29667,Jodhpur 6,342006.0,Jodhpur,Jodhpur,Rajasthan
29668,Jodhpur 7,342007.0,Jodhpur,Jodhpur,Rajasthan
29669,Jodhpur 8,342008.0,Jodhpur,Jodhpur,Rajasthan
29670,Jodhpur City,342001.0,Jodhpur,Jodhpur,Rajasthan
29671,Jodhpur Kacheri,342006.0,Jodhpur,Jodhpur,Rajasthan
29672,Johri Bazar,302003.0,Jaipur,Jaipur,Rajasthan
29673,Jojawar,306022.0,Pali,Pali,Rajasthan
29674,Jonesganj Ajmer,305001.0,Ajmer,Ajmer,Rajasthan
29675,Joria,301711.0,Alwar,Alwar,Rajasthan
29676,Junawas Bhilwara,311001.0,Bhilwara,Bhilwara,Rajasthan
29677,Junia,305406.0,Ajmer,Ajmer,Rajasthan
29678,Junjhani,343030.0,Jalore,Jalore,Rajasthan
29679,Jurhera,321023.0,Bharatpur,Bharatpur,Rajasthan
29680,K C F Township Khetrinaga,333504.0,JhunJhunu,JhunJhunu,Rajasthan
29681,K K Chowk,342001.0,Jodhpur,Jodhpur,Rajasthan
29682,Kabra,305927.0,Ajmer,Ajmer,Rajasthan
29683,Kachan Kalan,311406.0,Bhilwara,Bhilwara,Rajasthan
29684,Kachhola,311605.0,Bhilwara,Bhilwara,Rajasthan
29685,Kachroda,303341.0,Karauli,Karauli,Rajasthan
29686,Kachroli,322232.0,Karauli,Karauli,Rajasthan
29687,Kadera,305405.0,Ajmer,Ajmer,Rajasthan
29688,Kafla Bazar,304001.0,Tonk,Tonk,Rajasthan
29689,Kagmala,343039.0,Jalore,Jalore,Rajasthan
29690,Kailadevi,322243.0,Karauli,Karauli,Rajasthan
29691,Kailash Nagar,312617.0,Karauli,Karauli,Rajasthan
29692,Kailashpuri,313209.0,Udaipur,Udaipur,Rajasthan
29693,Kaisar Bagh Dholpur,328028.0,Dholpur,Dholpur,Rajasthan
29694,Kaisarganj Ajmer,305001.0,Ajmer,Ajmer,Rajasthan
29695,Kaithoonipole Kota,324006.0,Kota,Kota,Rajasthan
29696,Kaithun,325001.0,Kota,Kota,Rajasthan
29697,Kaithwara,321032.0,Bharatpur,Bharatpur,Rajasthan
29698,Kajara,333030.0,JhunJhunu,JhunJhunu,Rajasthan
29699,Kaladera,303801.0,Jaipur,Jaipur,Rajasthan
29700,Kalana,335502.0,Ganganagar,Ganganagar,Rajasthan
29701,Kalandari,307802.0,Sirohi,Sirohi,Rajasthan
29702,Kalera Krishan Gopal,305408.0,Ajmer,Ajmer,Rajasthan
29703,Kalinjara,327606.0,Banswara,Banswara,Rajasthan
29704,Kalru,341546.0,Nagaur,Nagaur,Rajasthan
29705,Kalu,334602.0,Bikaner,Bikaner,Rajasthan
29706,Kalubas Sri Dungargarh,331803.0,Churu,Churu,Rajasthan
29707,Kalwa,341548.0,Nagaur,Nagaur,Rajasthan
29708,Kalwari,321631.0,Bharatpur,Bharatpur,Rajasthan
29709,Kalyanpur Barmer,344026.0,Barmer,Barmer,Rajasthan
29710,Kalyanpur Udaipur,313907.0,Udaipur,Udaipur,Rajasthan
29711,Kalyanpura Khurd,303116.0,Jaipur,Jaipur,Rajasthan
29712,Kaman,321022.0,Bharatpur,Kaman,Rajasthan
29713,Kanana,344023.0,Barmer,Barmer,Rajasthan
29714,Kanba,314804.0,Dungarpur,Dungarpur,Rajasthan
29715,Kanchanpur,328041.0,Dholpur,Dholpur,Rajasthan
29716,Kanera,312606.0,Chittorgarh,Chittorgarh,Rajasthan
29717,Kanjoli Lines Bharatpur,321001.0,Bharatpur,Bharatpur,Rajasthan
29718,Kankarwa,312208.0,Chittorgarh,Chittorgarh,Rajasthan
29719,Kankroli,313324.0,Udaipur,Udaipur,Rajasthan
29720,Kankroli,313342.0,Udaipur,Udaipur,Rajasthan
29721,Kanore,313604.0,Udaipur,Udaipur,Rajasthan
29722,Kanota,303012.0,Jaipur,Jaipur,Rajasthan
29723,Kanpur,313014.0,Udaipur,Udaipur,Rajasthan
29724,Kansli Jaipur,303114.0,Jaipur,Jaipur,Rajasthan
29725,Kantalia,306106.0,Pali,Pali,Rajasthan
29726,Kanwas,325602.0,Kota,Kota,Rajasthan
29727,Kanwat Town,332708.0,Sikar,Sikar,Rajasthan
29728,Kapasan,312202.0,Chittorgarh,Kapasan,Rajasthan
29729,Kapasan R S,312202.0,Chittorgarh,Kapasan,Rajasthan
29730,Kapasan Town,312202.0,Chittorgarh,Kapasan,Rajasthan
29731,Kapren,323301.0,Bundi,Bundi,Rajasthan
29732,Karad,332723.0,Sikar,Sikar,Rajasthan
29733,Karanpur,322244.0,Ganganagar,Karanpur,Rajasthan
29734,Karansar,303606.0,Jaipur,Jaipur,Rajasthan
29735,Karauli,322241.0,Swaimadhopur,Swaimadhopur,Rajasthan
29736,Karawada,314407.0,Dungarpur,Dungarpur,Rajasthan
29737,Karel,305021.0,Ajmer,Ajmer,Rajasthan
29738,Kari,333311.0,JhunJhunu,JhunJhunu,Rajasthan
29739,Karili,321618.0,Bharatpur,Bharatpur,Rajasthan
29740,Karkeri,305819.0,Ajmer,Ajmer,Rajasthan
29741,Karnikot,301427.0,Alwar,Alwar,Rajasthan
29742,Karoi,311808.0,Bhilwara,Bhilwara,Rajasthan
29743,Karunda,312608.0,Chittorgarh,Chittorgarh,Rajasthan
29744,Kashipuri Bhilwara,311001.0,Bhilwara,Bhilwara,Rajasthan
29745,Kasli Sikar,332039.0,Sikar,Sikar,Rajasthan
29746,Kathoti,341032.0,Nagaur,Nagaur,Rajasthan
29747,Kathumar,321605.0,Alwar,Alwar,Rajasthan
29748,Katla Bazar,342001.0,Jodhpur,Jodhpur,Rajasthan
29749,Katrathal,332024.0,Sikar,Sikar,Rajasthan
29750,Katyasani,341547.0,Nagaur,Nagaur,Rajasthan
29751,Kavas,344035.0,Barmer,Barmer,Rajasthan
29752,Kayamsar,331033.0,Sikar,Sikar,Rajasthan
29753,Kekri,305404.0,Ajmer,Kekri,Rajasthan
29754,Kekri Bazar,305404.0,Ajmer,Ajmer,Rajasthan
29755,Kelwa,313331.0,Udaipur,Udaipur,Rajasthan
29756,Kelwara,313325.0,Udaipur,Udaipur,Rajasthan
29757,Kemri,322216.0,Swaimadhopur,Swaimadhopur,Rajasthan
29758,Keru,342031.0,Jodhpur,Jodhpur,Rajasthan
29759,Keshariawad,313610.0,Udaipur,Udaipur,Rajasthan
29760,Keshoraipatan,323601.0,Bundi,Keshoraipatan,Rajasthan
29761,Keshoraipatan Sugar Fact,323602.0,Bundi,Keshoraipatan,Rajasthan
29762,Keshrisinghpur,335027.0,Ganganagar,Ganganagar,Rajasthan
29763,Khachariawas,332710.0,Sikar,Sikar,Rajasthan
29764,Khadagda,314027.0,Dungarpur,Dungarpur,Rajasthan
29765,Khadibag,303802.0,Jaipur,Jaipur,Rajasthan
29766,Khairabad,326529.0,Kota,Kota,Rajasthan
29767,Khairthal,301404.0,Alwar,Khairthal,Rajasthan
29768,Khairthal Mandi,301404.0,Alwar,Khairthal,Rajasthan
29769,Khairthal Town,301404.0,Alwar,Khairthal,Rajasthan
29770,Khairwa,306501.0,Pali,Pali,Rajasthan
29771,Khajuwala,334023.0,Bikaner,Bikaner,Rajasthan
29772,Khajwana,341028.0,Nagaur,Nagaur,Rajasthan
29773,Khamera,327027.0,Banswara,Banswara,Rajasthan
29774,Khamnore,313322.0,Udaipur,Udaipur,Rajasthan
29775,Khamore,311031.0,Bhilwara,Bhilwara,Rajasthan
29776,Khan Surajpur,321428.0,Bharatpur,Bharatpur,Rajasthan
29777,Khanda Falsa,342001.0,Jodhpur,Jodhpur,Rajasthan
29778,Khandar,322025.0,Swaimadhopur,Swaimadhopur,Rajasthan
29779,Khandela,332709.0,Baran,Khandela,Rajasthan
29780,Khankhera,321430.0,Bharatpur,Bharatpur,Rajasthan
29781,Khanpur,326038.0,Kota,Kota,Rajasthan
29782,Khanwa,321420.0,Bharatpur,Bharatpur,Rajasthan
29783,Kharchi Bazar,306001.0,Pali,Pali,Rajasthan
29784,Khareri,321411.0,Bharatpur,Bharatpur,Rajasthan
29785,Kharia Mithapur,342607.0,Jodhpur,Jodhpur,Rajasthan
29786,Kharwa,305202.0,Ajmer,Ajmer,Rajasthan
29787,Khasoli,331020.0,Churu,Churu,Rajasthan
29788,Khatipura Road,302006.0,Jaipur,Jaipur,Rajasthan
29789,Khatkar,323803.0,Bundi,Bundi,Rajasthan
29790,Khatoli,325009.0,Kota,Kota,Rajasthan
29791,Khatu Shyamji Ki,332602.0,Sikar,Sikar,Rajasthan
29792,Khatwara,311609.0,Bhilwara,Bhilwara,Rajasthan
29793,Kheda,322234.0,Swaimadhopur,Swaimadhopur,Rajasthan
29794,Khejarla,342611.0,Jodhpur,Jodhpur,Rajasthan
29795,Khemli,313201.0,Udaipur,Udaipur,Rajasthan
29796,Khera Mangalsingh,301425.0,Alwar,Alwar,Rajasthan
29797,Kherla,322240.0,Swaimadhopur,Swaimadhopur,Rajasthan
29798,Kherli,321606.0,Alwar,Kherli,Rajasthan
29799,Kherli Gadasia,321028.0,Bharatpur,Kherli,Rajasthan
29800,Kherli Mandi,321606.0,Alwar,Kherli,Rajasthan
29801,Kheroda,313602.0,Udaipur,Udaipur,Rajasthan
29802,Kheroli,303803.0,Jaipur,Jaipur,Rajasthan
29803,Kherwara,313803.0,Udaipur,Udaipur,Rajasthan
29804,Khetri,333503.0,JhunJhunu,Khetri,Rajasthan
29805,Khetri Bazar,333503.0,JhunJhunu,JhunJhunu,Rajasthan
29806,Khetri Court,333503.0,JhunJhunu,JhunJhunu,Rajasthan
29807,Khetrinagar,333504.0,JhunJhunu,JhunJhunu,Rajasthan
29808,Khichan,342308.0,Jodhpur,Jodhpur,Rajasthan
29809,Khinwara,306502.0,Pali,Pali,Rajasthan
29810,Khinwsar,341025.0,Nagaur,Nagaur,Rajasthan
29811,Khirni,322024.0,Swaimadhopur,Swaimadhopur,Rajasthan
29812,Khirod,333306.0,JhunJhunu,JhunJhunu,Rajasthan
29813,Khod,306119.0,Pali,Pali,Rajasthan
29814,Khoh,321206.0,Karauli,Karauli,Rajasthan
29815,Khonkhar,321630.0,Bharatpur,Bharatpur,Rajasthan
29816,Khoor,332023.0,Sikar,Sikar,Rajasthan
29817,Khori,303117.0,Jaipur,Jaipur,Rajasthan
29818,Khuhri Jaisalmer,345032.0,Jaisalmer,Jaisalmer,Rajasthan
29819,Khunkhuna,341318.0,Nagaur,Nagaur,Rajasthan
29820,Khunta,313609.0,Udaipur,Udaipur,Rajasthan
29821,Khuri Badi Sikar,332313.0,Sikar,Sikar,Rajasthan
29822,Kishanganj,325216.0,Kota,Kota,Rajasthan
29823,Kishangarh,305802.0,Ajmer,Kishangarh,Rajasthan
29824,Kishangarh Bas,301405.0,Alwar,Kishangarh,Rajasthan
29825,Kishangarh Renwal,303603.0,Jaipur,Kishangarh Renwal,Rajasthan
29826,Kishanpole Bazar,302001.0,Jaipur,Jaipur,Rajasthan
29827,Kishanpura,324009.0,Kota,Kota,Rajasthan
29828,Kithana,333039.0,JhunJhunu,JhunJhunu,Rajasthan
29829,Koaria,313327.0,Udaipur,Udaipur,Rajasthan
29830,Kochhor,332406.0,Sikar,Sikar,Rajasthan
29831,Kolari,328032.0,Dholpur,Dholpur,Rajasthan
29832,Kolida,332040.0,Sikar,Sikar,Rajasthan
29833,Kolihan Nagar,333503.0,JhunJhunu,JhunJhunu,Rajasthan
29834,Koliya,341305.0,Nagaur,Nagaur,Rajasthan
29835,Kolwa,303310.0,Dausa,Dausa,Rajasthan
29836,Kosana,342609.0,Jodhpur,Jodhpur,Rajasthan
29837,Koselao,306710.0,Pali,Pali,Rajasthan
29838,Koshithal,311805.0,Bhilwara,Bhilwara,Rajasthan
29839,Koshiwara,313709.0,Rajsamand,Rajsamand,Rajasthan
